SITE_NAME,OWNERSHIP,PROTECTION,TYPECODE,DISTRICT,ACRES,ADDRESS,ZonAgg,TypeLong,OS_Own_Jur,OS_Mngmnt,POS,PA,ALT_NAME,AgncyJuris,PARK_ID,REGION,OS_ID,F_100ftRule,ZipCode,ParcelNumber,YearAcquired,STArea__,STLength__,Shape_Length,Shape_Area,shape_wkt
Congregation Mishkan Tefia Cemetery,Private, ,4,West Roxbury,9.587045560000000,2605 Centre Street,Open Space District,Cemeteries & Burying Grounds,Private,NULL,N,,,,,INFO_Reallocation From Dept,7044,NO,02132,,0,,,0.009590263752274,0.000004233415742,
Draper Playground,City of Boston,A97,3,West Roxbury,5.862171790000000,5265 Washington Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,093,PARK_Maintenance_Region 4,93,YES,02132,"2010812000,2010802000",1932,,,0.007909745391442,0.000002588567670,
Westerly Burying Ground,City of Boston,Ch114S7/A97/NRHP,4,West Roxbury,0.903478650000000,2015 Centre Street,Open Space District,Cemeteries & Burying Grounds,BPRD,BPRD,X,X,,BPRD,320,PARK_Cemetery Maintenance Request,320,YES,02132,2008808000,1683,,,0.003178298535765,0.000000399082904,"MULTIPOLYGON (((-71.158240383999953 42.281207272000074, -71.158174493999979 42.281419997000057, -71.158164776999968 42.281445807000068, -71.158804524999937 42.281632180000031, -71.159064399999977 42.281936803000065, -71.159066805999942 42.281940322000025, -71.159431818999963 42.281677707000028, -71.159388821999983 42.281647239000051, -71.158897212999989 42.281350842000052, -71.158395477999989 42.281156957000064, -71.15826614499997 42.281106605000048, -71.158240383999953 42.281207272000074)))"
Piemonte Park,City of Boston,A97,1,West Roxbury,0.089568360000000,205 Lasell Street,Open Space District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,,BPRD,239,PARK_Maintenance_Region 4,239,YES,02132,2007061000,1958,,,0.001014511766415,0.000000039569869,
Duffie Square,City of Boston,A97,1,West Roxbury,0.055347770000000,2 Stratford Street,Residential District,"Malls, Squares & Plazas",BPRD,Private,X,X,Arthur Duffie Square,BPRD,096,PARK_Maintenance_Region 4,96,YES,02132,ROW,0,,,0.000696261253361,0.000000024449585,
St Joseph's Cemetery,Private, ,4,West Roxbury,129.109771819999992,900 LaGrange Street,Conservation Protection Subdistrict,Cemeteries & Burying Grounds,Private,NULL,N,,,,,INFO_Reallocation From Dept,7046,NO,"02459, 02132, 02467",,0,,,0.081216003064188,0.000057037335535,
Allandale Woods I,City of Boston,A97/WPA,6,West Roxbury,48.142806770000000,"75 VFW Parkway  
1185 Centre Street (Right of Way)",Conservation Protection Subdistrict,Urban Wilds,BPRD,BPRD,X,X,,BPRD,004,PARK_Maintenance_Region 4,4,YES,"02132, 02467",2003601000,0,,,0.048052763020069,0.000021270542947,
Allandale Woods III,Private,A97/CR/WPA,6,West Roxbury,16.724557160000000,1215R Centre Street 200-232 Allandale Street,Conservation Protection Subdistrict,Urban Wilds,BCC,Private+BPRD,X,X,Allandale Condo CR,,,PARK_Maintenance_Region 4,1012,YES,"02130, 02132, 02467",2003590000,0,,,0.034711099910704,0.000007389598329,
Bellevue Hill Reservation,Commonwealth of Massachusetts,A97,2,West Roxbury,26.667084220000000,43 Bellevue Hill Road,Open Space District,"Parkways, Reservations & Beaches",DCR,NULL,X,X,,,,INFO_Reallocation From Dept,3035,YES,02132,,0,,,0.013213289973088,0.000011778262041,
West Roxbury H.S. Athletic Fields,City of Boston, ,3,West Roxbury,13.867968510000001,1205 VFW Parkway,Institutional District,"Parks, Playgrounds & Athletic Fields",BPS,BPRD,N,X,,BPS,318,PARK_Maintenance_Region 4,318,YES,02132,2008982000,0,,,0.013131230014676,0.000006125773242,
Ramler Park,City of Boston,A97,3,Fenway/Longwood,0.505971040000000,130 Peterborough Street,Institutional District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,Dorothy and David Ramler Park,BPRD,253,PARK_Maintenance_Region 3,253,YES,02215,2100030000,0,,,0.002016707139197,0.000000223709457,"MULTIPOLYGON (((-71.100515329999951 42.342396714000074, -71.100339791999943 42.342442364000078, -71.100331231999974 42.342445238000039, -71.100496327999963 42.342784109000036, -71.101151568999967 42.342604202000075, -71.100925177999954 42.34237964600004, -71.100852916999941 42.342307809000033, -71.100814724999964 42.342318114000079, -71.100515329999951 42.342396714000074)))"
Fernald Rock,City of Boston,A97,6,Dorchester,0.063447410000000,400 Quincy Street,Residential District,Urban Wilds,BCC,BPRD,X,X,,BCC,,PARK_Maintenance_Region 2,1013,YES,02125,1502903000,0,,,0.000731900299440,0.000000028038382,
Nashua Street Park,Commonwealth of Massachusetts,A97/Ch91/WPA,2,Central Boston,2.033573070000000, ,Open Space District,"Parkways, Reservations & Beaches",DCR,NULL,X,X,New Charles River Reservation,,,INFO_Reallocation From Dept,3036,YES,02114,,0,,,0.006372525940531,0.000000899472408,
Penniman Road Play Area,City of Boston,A97,3,Allston-Brighton,0.922320040000000,25 Penniman Road,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,Penniman-Hano Play Area,BPRD,234,PARK_Maintenance_Region 4,234,YES,02134,"2201783000,2201781000,2201786000,2201784000,2201782000,2201787000,2201785000",1945,,,0.003031624914393,0.000000407874596,
O'Day Playground,City of Boston,A97/PARC/UPARR,3,South End,0.717667930000000,75 W Newton Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,219,PARK_Maintenance_Region 6,219,YES,02118,0900336000,0,,,0.002317807509168,0.000000317300248,"MULTIPOLYGON (((-71.074864895999951 42.340650272000062, -71.075360491999959 42.341068219000078, -71.075564432999954 42.340931767000029, -71.075787618999982 42.34078467300003, -71.075294304999943 42.340370337000024, -71.074864895999951 42.340650272000062)))"
Children's Wharf Harborwalk,Private,A97/Ch91/WPA/Esmnt,1,South Boston,0.228043720000000,308 Congress Street,Industrial District,"Malls, Squares & Plazas",BPRD,Private,X,X,,Private,334,INFO_Reallocation From Dept,334,YES,02210,0602635000,1981,,,0.002339028830924,0.000000100842455,"MULTIPOLYGON (((-71.049633063999977 42.352480582000055, -71.049720239999942 42.352518426000074, -71.050377293999986 42.35166937200006, -71.050285555999949 42.351631234000081, -71.049633063999977 42.352480582000055)))"
Martin's Park,City of Boston,A97/Ch91/WPA/CPA,3,South Boston,1.106380130000000,64 Sleeper Steet,Industrial District,"Parks, Playgrounds & Athletic Fields",BPRD,Private,X,X,,BPRD,333,INFO_Reallocation From Dept,333,YES,02210,"0602637010,0602636020,0602636000",2017,,,0.003256987851832,0.000000489251151,
Braddock Park,City of Boston,A97,1,South End,0.092181310000000,27P Braddock Park,Residential District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,Berwick Park,BPRD,029,PARK_Maintenance_Region 6,29,YES,02116,0400788500,0,,,0.001849854247431,0.000000040758288,
Veterans Park,City of Boston,A97,3,East Boston,0.198862570000000,76-84 London Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,MTA,X,X,London & Decatur St Park II,BPRD,342,INFO_Reallocation From Dept,342,YES,02128,"0105535000,0105534000,0105538000,0105536000,0105537000,0105539000",0,,,0.001211740153781,0.000000087965416,
East Boston Piers Park I,Massport,Statute,3,East Boston,6.790737580000000,95 Marginal Street,Open Space District,"Parks, Playgrounds & Athletic Fields",COM,Massport,X,X,Piers Park,Massport,,INFO_Reallocation From Dept,4041,YES,02128,,0,,,0.011669658141987,0.000003003485266,
Caldwell Street Play Area,City of Boston,A97,3,Charlestown,0.127519220000000,9 Caldwell Street,Industrial District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,040,PARK_Maintenance_Region 1,40,YES,02129,"0201883000,0201884000,0201882000",1980,,,0.000973486966190,0.000000056418666,"MULTIPOLYGON (((-71.077735093999934 42.385346422000055, -71.077666348999969 42.385442411000042, -71.077858787999958 42.385520505000045, -71.077928328999974 42.385423597000056, -71.077981589999979 42.385349384000051, -71.078020749999951 42.385294655000052, -71.077829624999936 42.385214274000077, -71.077788872999975 42.385271336000073, -71.077735093999934 42.385346422000055)))"
L Street Beach,City of Boston,A97/Ch91/WPA,2,South Boston,5.571115200000000,1663 Columbia Road,Open Space District,"Parkways, Reservations & Beaches",BPRD,BCYF,X,X,Curley Community Center,BPRD,173,INFO_Reallocation From Dept,173,YES,02127,0702442000,0,,,0.010000468072418,0.000002462688410,
M Street Beach,Commonwealth of Massachusetts,A97,2,South Boston,4.402751190000000,230 M Street,Open Space District,"Parkways, Reservations & Beaches",DCR,NULL,X,X,,,,INFO_Reallocation From Dept,3038,YES,02127,,0,,,0.016020233992190,0.000001946254505,
Stonehill Park,City of Boston,A97,3,Hyde Park,0.365561950000000,25 Stonehill Road,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,Coast Guard Park,BPRD,295,PARK_Maintenance_Region 4,295,YES,02136,"1812281050,1812281060,1812281040",0,,,0.001803597017346,0.000000161408070,
Strandway/Castle Island,Commonwealth of Massachusetts,A97/CPA,2,South Boston,47.700314259999999,2010 William J Day Boulevard,Open Space District,"Parkways, Reservations & Beaches",DCR,NULL,X,X,Fort Independence; Pleasure Ba,,,INFO_Reallocation From Dept,3039,YES,02127,,0,,,0.079542052753689,0.000021088100832,
Marine Park,Commonwealth of Massachusetts,A97,2,South Boston,17.200286980000001,121123 Farragut Road,Open Space District,"Parkways, Reservations & Beaches",DCR,NULL,X,X,,,,INFO_Reallocation From Dept,3040,YES,02127,,0,,,0.016878226389283,0.000007604178543,
UMass Harborwalk,Commonwealth of Massachusetts,Ch91/WPA,2,Dorchester,13.085546259999999, ,Institutional District,"Parkways, Reservations & Beaches",NULL,NULL,N,X,,,,INFO_Reallocation From Dept,4006,YES,02125,,0,,,0.033286002803520,0.000005782892885,
Malibu Beach,Commonwealth of Massachusetts,A97,2,Dorchester,26.117941590000001,68 Denny Street,Open Space District,"Parkways, Reservations & Beaches",DCR,NULL,X,X,,,,INFO_Reallocation From Dept,3041,YES,02125,,0,,,0.041893354696531,0.000011541646974,
Victory Road Park,Commonwealth of Massachusetts,A97,2,Dorchester,6.154766850000000,208 Victory Road,Open Space District,"Parkways, Reservations & Beaches",DCR,NULL,X,X,,,,INFO_Reallocation From Dept,3042,YES,02122,,0,,,0.009308925451552,0.000002719341948,
Parkman Memorial,City of Boston,A97/GPOD,3,Jamaica Plain,6.709810130000000,330 Perkins Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,228,PARK_Maintenance_Region 3,228,YES,02130,1902186000,0,,,0.014606850716073,0.000002965506143,
West Roxbury High School Marsh,City of Boston,WPA,7,West Roxbury,21.485374629999999, ,Institutional District,Open Land,NULL,NULL,N,X,,,,INFO_Reallocation From Dept,2031,YES,02132,,0,,,0.015055839180830,0.000009490618897,
West Roxbury Parkway,Commonwealth of Massachusetts,A97,2,West Roxbury,31.761390320000000, ,Commercial/Office/Business District,"Parkways, Reservations & Beaches",DCR,NULL,X,X,,,,INFO_Reallocation From Dept,3043,YES,"02132, 02131, 02467","2006247000,2003642000,2003911000,2001600000,2004192000,2000676000",0,,,0.107150651688047,0.000014030063243,
Florida Street Reservation,City of Boston,A97,1,Dorchester,0.067971520000000,"Center Median, btwn King & Lonsdale Streets",Residential District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,,BPRD,339,INFO_Reallocation From Dept,339,YES,"02124, 02122",ROW,0,,,0.002970169699862,0.000000030029068,
Tenean Beach,Commonwealth of Massachusetts,A97/ACEC,2,Dorchester,8.701685540000000,Conley Street,Open Space District,"Parkways, Reservations & Beaches",DCR,NULL,X,X,,,,INFO_Reallocation From Dept,3044,YES,02122,,0,,,0.012511217126676,0.000003844296097,
Cedar Grove Cemetery,Private,CPA,4,Dorchester,54.164405029999998,920 Adams Street,Residential District,Cemeteries & Burying Grounds,Private,NULL,N,,,,,INFO_Reallocation From Dept,7058,NO,02124,,0,,,0.037306698635373,0.000023923906827,
Martini Playground,Commonwealth of Massachusetts,A97/LWCF/WPA,2,Hyde Park,5.780055230000000,1015 Truman Parkway,Commercial/Office/Business District,"Parkways, Reservations & Beaches",DCR,NULL,X,X,,,,INFO_Reallocation From Dept,3045,YES,02136,,0,,,0.014025451307113,0.000002551668602,
Reservation Road Park,City of Boston,A97/LWCF/WPA,3,Hyde Park,9.327577010000001,151 Reservation Road,Industrial District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,Mother Brook II,BPRD,256,PARK_Maintenance_Region 4,256,YES,02136,"1812162000,1812161000",0,,,0.014378820286755,0.000004118137687,
Colella Playground,Commonwealth of Massachusetts,A97,3,Hyde Park,0.660483680000000,Readville Street at Neponset Valley Parkway,Commercial/Office/Business District,"Parks, Playgrounds & Athletic Fields",DCR,NULL,X,X,,,,INFO_Reallocation From Dept,3046,YES,02136,,0,,,0.002282752364945,0.000000291580005,"MULTIPOLYGON (((-71.134298464999972 42.244403720000037, -71.134258414999977 42.244503742000063, -71.134227159999966 42.24459700400007, -71.134172738999951 42.24475942600003, -71.134149266999941 42.244838267000034, -71.134661178999977 42.24481568300007, -71.134994292999977 42.244454909000069, -71.134594340999968 42.244344969000053, -71.134336914999949 42.244271945000037, -71.134298464999972 42.244403720000037)))"
Neponset Valley Parkway,Commonwealth of Massachusetts,A97,2,Hyde Park,5.539770880000000, ,Residential District,"Parkways, Reservations & Beaches",DCR,NULL,X,X,,,,INFO_Reallocation From Dept,3047,YES,02136,,0,,,0.027450153216855,0.000002445567848,
Dooley Playground,Commonwealth of Massachusetts,A97,3,Hyde Park,0.535626060000000,272 Reservation Road,Residential District,"Parks, Playgrounds & Athletic Fields",DCR,NULL,X,X,,,,INFO_Reallocation From Dept,3048,YES,02136,,0,,,0.002217970139006,0.000000236495729,"MULTIPOLYGON (((-71.133954503999973 42.254242672000032, -71.134578393999959 42.254402789000039, -71.134776002999956 42.254453385000033, -71.134902042999954 42.254181199000072, -71.134244257999967 42.254010623000056, -71.134123192999937 42.254036155000051, -71.133954503999973 42.254242672000032)))"
Stony Brook Reservation I,Commonwealth of Massachusetts,A97/Wetlands,2,Hyde Park,285.421417309999981,95 Turtle Pond Parkway,Residential District,"Parkways, Reservations & Beaches",DCR,NULL,X,X,,,,INFO_Reallocation From Dept,3049,YES,"02136, 02131",,0,,,0.129140591184534,0.000126037000742,
Patrick J. Kelly Park,Private,A97/CPA,3,Charlestown,0.251702850000000,Prospect Street,Residential District,"Parks, Playgrounds & Athletic Fields",Private,Private,X,X,Kelly/McGoff Park,,,INFO_Reallocation From Dept,7060,YES,02129,,0,,,0.001817464063712,0.000000111344828,
Clark/Cooper Community Garden,Private,"Land Trust,Agrmnt",5,Mattapan,3.554223000000000,500 Walk Hill Street,Industrial District,Community Gardens,Mass Audubon Society,,X,N,Clark/Cooper CG;  (part of Boston Nature Center),,,INFO_Reallocation From Dept,7061,YES,02131,1405198010,0,,,0.008416019901589,0.000001570141415,
Kennedy Garden,Commonwealth of Massachusetts,A97,5,Mattapan,0.208931120000000, ,Open Space District,Community Gardens,DCR,NULL,X,X,,,,INFO_Reallocation From Dept,3050,YES,02126,,0,,,0.001332556975439,0.000000092265674,
White Stadium,City of Boston, ,3,Roxbury,12.580560390000000,450 Walnut Street,Open Space District,"Parks, Playgrounds & Athletic Fields",White Fund,BPS,X,X,,BPS,,INFO_Reallocation From Dept,2033,YES,02121,,0,,,0.009325418916550,0.000005559503281,
Havey Beach,Commonwealth of Massachusetts,A97/WPA,2,West Roxbury,15.197910930000001,1275 VFW Parkway,Open Space District,"Parkways, Reservations & Beaches",DCR,DCR,X,X,Roche Family Rink,DCR,,INFO_Reallocation From Dept,3051,YES,02132,,0,,,0.023904854588071,0.000006712673375,
Millennium Park I,City of Boston,SURF/WPA,3,West Roxbury,91.650645830000002,300 Gardner Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,Gardner Street Park,BPRD,198,PARK_Maintenance_Region 4,198,YES,02132,"2009010000,2009226010",0,,,0.032115893675687,0.000040484215123,
South Street Mall & Courts,City of Boston,A97/Trust Fund,3,Jamaica Plain,0.428386900000000,52 South Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,288,PARK_Maintenance_Region 3,288,YES,02130,1901252000,0,,,0.001789551585719,0.000000189304523,"MULTIPOLYGON (((-71.114885629999947 42.308122045000061, -71.114902780999955 42.308120538000026, -71.115217636999944 42.308094625000081, -71.115417892999972 42.30807806100006, -71.115404216999934 42.307738313000073, -71.114838819999989 42.307776430000047, -71.114885629999947 42.308122045000061)))"
First Church Cemetery,Private, ,4,Jamaica Plain,0.628315530000000,6 Eliot Street,Residential District,Cemeteries & Burying Grounds,Private,NULL,N,,,,,INFO_Reallocation From Dept,7064,NO,02130,,0,,,0.002192233374981,0.000000277664240,"MULTIPOLYGON (((-71.116238137999972 42.310309784000026, -71.116677237999966 42.310748794000062, -71.11709123199995 42.310566603000041, -71.116636858999982 42.310085680000043, -71.116238137999972 42.310309784000026)))"
Golden Stairs Terrace Park I,City of Boston,A97,3,East Boston,0.170485210000000,10 Brigham Street,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,Terrace Park,BPRD,135,PARK_Maintenance_Region 1,135,YES,02128,"0104598000,0104599000,0104596000,0104597000",2008,,,0.001141840854881,0.000000075404617,"MULTIPOLYGON (((-71.034020541999951 42.364769681000041, -71.033882504999951 42.364945789000046, -71.034018910999976 42.365007690000027, -71.034071997999945 42.365031662000035, -71.034134665999943 42.365060056000061, -71.034200188999932 42.365089741000077, -71.034336500999984 42.364915245000077, -71.034271334999971 42.364885223000044, -71.034209005999969 42.364856511000028, -71.034156260999964 42.364832220000039, -71.034020541999951 42.364769681000041)))"
The Rockies,City of Boston,A97,6,East Boston,0.714469240000000,"148 Marginal Street 
144 Marginal Street (Community Garden section)",Open Space District,Urban Wilds,BPRD,BPRD,X,X,,BPRD,301,PARK_Maintenance_Region 1,301,YES,02128,"0104569000,0104571000,0104564000,0104565000,0104572000,0104559000,0104574000,0104567000,0104578000,0104576000,0104560000,0104577000,0104561000,0104566000,0104562000,0104575000,0104579000,0104580000,0104573000,0104563000,0104568000,0104570000",0,,,0.004252023823071,0.000000316005754,
Childe Hassam Park,City of Boston,A97,1,South End,0.060663340000000,324 Columbus Avenue,Residential District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,Goldweitz Park,BPRD,054,PARK_Maintenance_Region 6,54,YES,02116,0400015000,1991,,,0.000903628094901,0.000000026823165,"MULTIPOLYGON (((-71.074455470999965 42.346114923000073, -71.074600774999965 42.34621166800008, -71.074848952999957 42.346007707000069, -71.074455470999965 42.346114923000073)))"
