Park_Name,Play_Name,Neighbor,OS_ID,Asset,asset_deta,Asset_use1,Asset_use2,Asset_use3,Age,shape_wkt,POINT_X,POINT_Y
Christopher Columbus Park,N/A,Central Boston,56,Drinking Fountain,Drinking ,N/A,N/A,N/A,N/A,POINT (-71.051243398999986 42.361484985000061),-71.051243398999986,42.361484985000061
DeFilippo Playground,N/A,Central Boston,81,Drinking Fountain,Drinking ,N/A,N/A,N/A,N/A,POINT (-71.056969583999944 42.366234839000072),-71.056969583999944,42.366234839000072
Paul Revere Mall,N/A,Central Boston,231,Drinking Fountain,UA,"Bottle Filler,Drinking ",N/A,N/A,N/A,POINT (-71.053495030999954 42.365835910000044),-71.053495030999954,42.365835910000044
Paul Revere Mall,N/A,Central Boston,231,Drinking Fountain,UA,N/A,N/A,N/A,N/A,POINT (-71.053141588999949 42.365621654000051),-71.053141588999949,42.365621654000051
Doherty Playground,N/A,Charlestown,87,Drinking Fountain,UA,N/A,N/A,N/A,N/A,POINT (-71.068119679999938 42.38195199200004),-71.068119679999938,42.381951992000040
John Harvard Mall,N/A,Charlestown,145,Drinking Fountain,Drinking ,N/A,N/A,N/A,N/A,POINT (-71.062853553999958 42.372793738000041),-71.062853553999958,42.372793738000041
Menino Park,N/A,Charlestown,2202,Drinking Fountain,Drinking ,N/A,N/A,N/A,N/A,POINT (-71.048671033999938 42.378108185000031),-71.048671033999938,42.378108185000031
Peter Looney Park,N/A,Charlestown,235,Drinking Fountain,Drinking ,N/A,N/A,N/A,N/A,POINT (-71.065650329999983 42.374307070000043),-71.065650329999983,42.374307070000043
Ryan Playground,N/A,Charlestown,274,Drinking Fountain,"Bottle Filler,Drinking ",N/A,N/A,N/A,N/A,POINT (-71.072252670999944 42.385628949000079),-71.072252670999944,42.385628949000079
Winthrop Square,N/A,Charlestown,326,Drinking Fountain,"Pet,Drinking ",N/A,N/A,N/A,N/A,POINT (-71.059854972999972 42.374240489000044),-71.059854972999972,42.374240489000044
Adams/King Playground,N/A,Dorchester,2,Drinking Fountain,"Bottle Filler,Drinking ",N/A,N/A,N/A,N/A,POINT (-71.05670771399997 42.293331476000048),-71.056707713999970,42.293331476000048
Allen Park,N/A,Dorchester,5,Drinking Fountain,Drinking ,N/A,N/A,N/A,N/A,POINT (-71.063668112999949 42.308307269000068),-71.063668112999949,42.308307269000068
Byrne Playground,N/A,Dorchester,39,Drinking Fountain,Drinking ,N/A,N/A,N/A,N/A,POINT (-71.052357624999956 42.300946304000036),-71.052357624999956,42.300946304000036
Doherty/Gibson Playground,N/A,Dorchester,88,Drinking Fountain,"Bottle Filler,Drinking",N/A,N/A,N/A,N/A,POINT (-71.061311677999981 42.297328611000069),-71.061311677999981,42.297328611000069
Dorchester Park,N/A,Dorchester,90,Drinking Fountain,Drinking ,N/A,N/A,N/A,N/A,POINT (-71.06370587899994 42.278286804000061),-71.063705878999940,42.278286804000061
Dorchester Park,N/A,Dorchester,90,Drinking Fountain,Drinking ,N/A,N/A,N/A,N/A,POINT (-71.061459705999937 42.27592861200003),-71.061459705999937,42.275928612000030
Downer Avenue Playground,N/A,Dorchester,92,Drinking Fountain,"Bottle Filler,Drinking ",N/A,N/A,N/A,N/A,POINT (-71.061680819999935 42.311679995000077),-71.061680819999935,42.311679995000077
Elmhurst Street Park,N/A,Dorchester,106,Drinking Fountain,Drinking ,N/A,N/A,N/A,N/A,POINT (-71.076421101999983 42.289449719000061),-71.076421101999983,42.289449719000061
Erie/Ellington Playground,N/A,Dorchester,108,Drinking Fountain,UA,Drinking ,N/A,N/A,N/A,POINT (-71.083550650999939 42.301308162000055),-71.083550650999939,42.301308162000055
Garvey Playground,N/A,Dorchester,130,Drinking Fountain,"Bottle Filler,Drinking",N/A,N/A,N/A,N/A,POINT (-71.046656665999933 42.288151441000025),-71.046656665999933,42.288151441000025
Hemenway Playground,N/A,Dorchester,151,Drinking Fountain,"Bottle Filler,Drinking ",N/A,N/A,N/A,N/A,POINT (-71.055990193999946 42.291599527000074),-71.055990193999946,42.291599527000074
Martin/Hilltop Playground,N/A,Dorchester,189,Drinking Fountain,Drinking ,N/A,N/A,N/A,N/A,POINT (-71.052949422999973 42.279509919000077),-71.052949422999973,42.279509919000077
Quincy/Stanley Play Area,N/A,Dorchester,251,Drinking Fountain,Drinking ,N/A,N/A,N/A,N/A,POINT (-71.068746772999987 42.311025473000029),-71.068746772999987,42.311025473000029
Rev. Loesch Family Park,N/A,Dorchester,257,Drinking Fountain,Drinking ,N/A,N/A,N/A,N/A,POINT (-71.066976779999948 42.290848144000051),-71.066976779999948,42.290848144000051
Ripley Playground,N/A,Dorchester,261,Drinking Fountain,Drinking ,N/A,N/A,N/A,N/A,POINT (-71.076029689999984 42.299097138000036),-71.076029689999984,42.299097138000036
Ronan Park,N/A,Dorchester,268,Drinking Fountain,"Pet,Drinking ",N/A,N/A,N/A,N/A,POINT (-71.062067144999958 42.304941371000041),-71.062067144999958,42.304941371000041
Ronan Park,N/A,Dorchester,268,Drinking Fountain,Drinking ,N/A,N/A,N/A,N/A,POINT (-71.064073451999946 42.30500167200006),-71.064073451999946,42.305001672000060
Ryan Play Area,N/A,Dorchester,275,Drinking Fountain,"Bottle Filler,Drinking",N/A,N/A,N/A,N/A,POINT (-71.056366071999946 42.317829979000066),-71.056366071999946,42.317829979000066
American Legion Playground,N/A,East Boston,9,Drinking Fountain,"Bottle Filler,Drinking ",N/A,N/A,N/A,N/A,POINT (-71.029661223999938 42.382304440000041),-71.029661223999938,42.382304440000041
American Legion Playground,N/A,East Boston,9,Drinking Fountain,"Bottle Filler,Drinking ",N/A,N/A,N/A,N/A,POINT (-71.029929749999951 42.381610349000027),-71.029929749999951,42.381610349000027
Brophy Park,N/A,East Boston,33,Drinking Fountain,UA,N/A,N/A,N/A,N/A,POINT (-71.033198423999977 42.365865753000037),-71.033198423999977,42.365865753000037
Central Square,N/A,East Boston,48,Drinking Fountain,"Bottle Filler,Drinking ",N/A,N/A,N/A,N/A,POINT (-71.03958933499996 42.374929534000046),-71.039589334999960,42.374929534000046
Mary Ellen Welch Greenway,N/A,East Boston,97,Drinking Fountain,Drinking ,N/A,N/A,N/A,N/A,POINT (-71.039532593999979 42.367297919000066),-71.039532593999979,42.367297919000066
Mary Ellen Welch Greenway,N/A,East Boston,97,Drinking Fountain,Drinking ,N/A,N/A,N/A,N/A,POINT (-71.036240350999947 42.370558093000056),-71.036240350999947,42.370558093000056
East Boston Memorial Park I,N/A,East Boston,98,Drinking Fountain,"Bottle Filler,Drinking ",N/A,N/A,N/A,N/A,POINT (-71.030840889999979 42.371402651000039),-71.030840889999979,42.371402651000039
Noyes Playground,N/A,East Boston,216,Drinking Fountain,"Bottle Filler,Drinking ",N/A,N/A,N/A,N/A,POINT (-71.01008694899997 42.38751970900006),-71.010086948999970,42.387519709000060
Noyes Playground,N/A,East Boston,216,Drinking Fountain,"Bottle Filler,Drinking ",N/A,N/A,N/A,N/A,POINT (-71.01086719999995 42.388586097000029),-71.010867199999950,42.388586097000029
Paris Street Playground,N/A,East Boston,226,Drinking Fountain,"Bottle Filler,Drinking",N/A,N/A,N/A,N/A,POINT (-71.03706866999994 42.372337181000034),-71.037068669999940,42.372337181000034
Porzio Park,N/A,East Boston,244,Drinking Fountain,Drinking ,N/A,N/A,N/A,N/A,POINT (-71.028788061999933 42.364964244000078),-71.028788061999933,42.364964244000078
Sumner & Lamson Street Playground,N/A,East Boston,296,Drinking Fountain,Drinking ,N/A,N/A,N/A,N/A,POINT (-71.032330828999989 42.365872658000058),-71.032330828999989,42.365872658000058
Back Bay Fens,N/A,Fenway/Longwood,13,Drinking Fountain,Drinking,N/A,N/A,N/A,N/A,POINT (-71.097936283999957 42.338497743000062),-71.097936283999957,42.338497743000062
Back Bay Fens,N/A,Fenway/Longwood,13,Drinking Fountain,UA,N/A,N/A,N/A,N/A,POINT (-71.096582199999943 42.341271801000062),-71.096582199999943,42.341271801000062
Back Bay Fens,N/A,Fenway/Longwood,13,Drinking Fountain,Drinking ,N/A,N/A,N/A,N/A,POINT (-71.096450077999975 42.341612015000067),-71.096450077999975,42.341612015000067
Back Bay Fens,N/A,Fenway/Longwood,13,Drinking Fountain,Drinking ,N/A,N/A,N/A,N/A,POINT (-71.098389422999958 42.340356643000064),-71.098389422999958,42.340356643000064
Edgerly Road Playground,N/A,Fenway/Longwood,99,Drinking Fountain,"Bottle Filler,Drinking ",N/A,N/A,N/A,N/A,POINT (-71.088112669999987 42.346331654000039),-71.088112669999987,42.346331654000039
Amatucci Playground,N/A,Hyde Park,7,Drinking Fountain,"Bottle Filler,Drinking ",N/A,N/A,N/A,N/A,POINT (-71.126397997999959 42.24842080600007),-71.126397997999959,42.248420806000070
Iacono/Readville Playground,N/A,Hyde Park,160,Drinking Fountain,"Bottle Filler,Drinking ",N/A,N/A,N/A,N/A,POINT (-71.135555610999972 42.23899349900006),-71.135555610999972,42.238993499000060
Iacono/Readville Playground,N/A,Hyde Park,160,Drinking Fountain,"Bottle Filler,Drinking ",N/A,N/A,N/A,N/A,POINT (-71.135098562999985 42.239481494000074),-71.135098562999985,42.239481494000074
Reservation Road Park,N/A,Hyde Park,256,Drinking Fountain,"Bottle Filler,Drinking ",N/A,N/A,N/A,N/A,POINT (-71.12840654699994 42.249835810000036),-71.128406546999940,42.249835810000036
Reservation Road Park,N/A,Hyde Park,256,Drinking Fountain,"Bottle Filler,Drinking ",N/A,N/A,N/A,N/A,POINT (-71.129022840999937 42.249196270000027),-71.129022840999937,42.249196270000027
Ross Playground,N/A,Hyde Park,270,Drinking Fountain,"Pet,Bottle Filler,Drinking ",N/A,N/A,N/A,N/A,POINT (-71.114505488999953 42.26476056100006),-71.114505488999953,42.264760561000060
Arnold Arboretum,N/A,Jamaica Plain,11,Drinking Fountain,"Pet,Bottle Filler,Drinking ",N/A,N/A,N/A,N/A,POINT (-71.121286492999957 42.306483315000037),-71.121286492999957,42.306483315000037
Arnold Arboretum,N/A,Jamaica Plain,11,Drinking Fountain,"Pet,Bottle Filler,Drinking ",N/A,N/A,N/A,N/A,POINT (-71.11958423699997 42.301064951000058),-71.119584236999970,42.301064951000058
Arnold Arboretum,N/A,Jamaica Plain,11,Drinking Fountain,"Pet,Bottle Filler,Drinking ",N/A,N/A,N/A,N/A,POINT (-71.125131377999935 42.30175599100005),-71.125131377999935,42.301755991000050
Brewer-Burroughs Tot Lot,N/A,Jamaica Plain,31,Drinking Fountain,Drinking ,N/A,N/A,N/A,N/A,POINT (-71.115434736999987 42.31168675400005),-71.115434736999987,42.311686754000050
English H.S. Athletic Fields,N/A,Jamaica Plain,107,Drinking Fountain,"Bottle Filler,Drinking ",N/A,N/A,N/A,N/A,POINT (-71.108070747999989 42.307008665000069),-71.108070747999989,42.307008665000069
Jamaica Pond Park,N/A,Jamaica Plain,163,Drinking Fountain,"Pet,Bottle Filler,Drinking ",N/A,N/A,N/A,N/A,POINT (-71.116854501999967 42.320929273000047),-71.116854501999967,42.320929273000047
McLaughlin Playground,N/A,Mission Hill,194,Drinking Fountain,"Bottle Filler,Drinking ",N/A,N/A,N/A,N/A,POINT (-71.102911198999948 42.328722454000058),-71.102911198999948,42.328722454000058
McLaughlin Playground,N/A,Mission Hill,194,Drinking Fountain,Drinking ,N/A,N/A,N/A,N/A,POINT (-71.100906423999959 42.328196612000056),-71.100906423999959,42.328196612000056
Mission Hill Playground,N/A,Mission Hill,199,Drinking Fountain,"Bottle Filler,Drinking",N/A,N/A,N/A,N/A,POINT (-71.09930736299998 42.333683506000057),-71.099307362999980,42.333683506000057
Mission Hill Playground,N/A,Mission Hill,199,Drinking Fountain,"Bottle Filler,Drinking",N/A,N/A,N/A,N/A,POINT (-71.099162028999956 42.332855916000028),-71.099162028999956,42.332855916000028
Mozart Street Playground,N/A,Jamaica Plain,209,Drinking Fountain,Drinking ,N/A,N/A,N/A,N/A,POINT (-71.104660200999945 42.322398953000061),-71.104660200999945,42.322398953000061
Hunt Playground,N/A,Mattapan,6,Drinking Fountain,"Bottle Filler,Drinking ",N/A,N/A,N/A,N/A,POINT (-71.096390954999947 42.275056077000045),-71.096390954999947,42.275056077000045
Ernst Chery Jr. Playground,N/A,Mattapan,109,Drinking Fountain,UA,N/A,N/A,N/A,N/A,POINT (-71.099195923999957 42.274216420000073),-71.099195923999957,42.274216420000073
Harambee Park,N/A,Dorchester,142,Drinking Fountain,"Bottle Filler,Drinking ",N/A,N/A,N/A,N/A,POINT (-71.082500244999949 42.293057988000044),-71.082500244999949,42.293057988000044
Harambee Park,N/A,Dorchester,142,Drinking Fountain,Drinking ,N/A,N/A,N/A,N/A,POINT (-71.083063257999981 42.293212838000045),-71.083063257999981,42.293212838000045
Thetford/Evans Playground,N/A,Dorchester,302,Drinking Fountain,"Pet,Bottle Filler,Drinking ",N/A,N/A,N/A,N/A,POINT (-71.077601078999976 42.283136994000074),-71.077601078999976,42.283136994000074
Walker Playground,N/A,Mattapan,310,Drinking Fountain,"Bottle Filler,Drinking ",N/A,N/A,N/A,N/A,POINT (-71.090301309999973 42.277768353000056),-71.090301309999973,42.277768353000056
Franklin Park,N/A,Roxbury,124,Drinking Fountain,UA,N/A,N/A,N/A,N/A,POINT (-71.096822967999969 42.311992557000053),-71.096822967999969,42.311992557000053
Pagel Playground,N/A,Jamaica Plain,223,Drinking Fountain,"Bottle Filler,Drinking ",N/A,N/A,N/A,N/A,POINT (-71.118498105999947 42.288970376000066),-71.118498105999947,42.288970376000066
Parkman Playground,N/A,Jamaica Plain,229,Drinking Fountain,"Bottle Filler,Drinking ",N/A,N/A,N/A,N/A,POINT (-71.113412719999985 42.295695161000026),-71.113412719999985,42.295695161000026
Ceylon Park,N/A,Dorchester,49,Drinking Fountain,"Bottle Filler,Drinking ",N/A,N/A,N/A,N/A,POINT (-71.073756530999958 42.309687198000063),-71.073756530999958,42.309687198000063
Clifford Playground,N/A,Roxbury,59,Drinking Fountain,"Bottle Filler,Drinking ",N/A,N/A,N/A,N/A,POINT (-71.067688518999944 42.326369401000079),-71.067688518999944,42.326369401000079
Bynoe Park,N/A,Roxbury,100,Drinking Fountain,"Bottle Filler,Drinking",N/A,N/A,N/A,N/A,POINT (-71.075927915999955 42.32923575600006),-71.075927915999955,42.329235756000060
Bynoe Park,N/A,Roxbury,100,Drinking Fountain,Drinking ,N/A,N/A,N/A,N/A,POINT (-71.076551904999974 42.32980854300007),-71.076551904999974,42.329808543000070
Franklin Park,N/A,Roxbury,124,Drinking Fountain,"Pet,Bottle Filler,Drinking ",N/A,N/A,N/A,N/A,POINT (-71.08879012999995 42.30161852100008),-71.088790129999950,42.301618521000080
Highland Park,N/A,Roxbury,152,Drinking Fountain,Drinking ,N/A,N/A,N/A,N/A,POINT (-71.094866883999941 42.325310323000053),-71.094866883999941,42.325310323000053
Horatio Harris Park,N/A,Roxbury,157,Drinking Fountain,Drinking ,N/A,N/A,N/A,N/A,POINT (-71.090048053999965 42.319077648000075),-71.090048053999965,42.319077648000075
Jeep Jones Park,N/A,Roxbury,164,Drinking Fountain,"Bottle Filler,Drinking",N/A,N/A,N/A,N/A,POINT (-71.092071171999976 42.330787668000028),-71.092071171999976,42.330787668000028
Laviscount Park,N/A,Roxbury,177,Drinking Fountain,Drinking ,N/A,N/A,N/A,N/A,POINT (-71.085963506999974 42.316351589000078),-71.085963506999974,42.316351589000078
Little Scobie Playground,N/A,Roxbury,181,Drinking Fountain,UA,"Bottle Filler,Drinking ",N/A,N/A,N/A,POINT (-71.08071231699995 42.322611849000054),-71.080712316999950,42.322611849000054
Marcella Playground,N/A,Roxbury,187,Drinking Fountain,"Bottle Filler,Drinking",N/A,N/A,N/A,N/A,POINT (-71.095843591999937 42.32343837600007),-71.095843591999937,42.323438376000070
Mt. Pleasant Play Area,N/A,Roxbury,208,Drinking Fountain,Drinking ,N/A,N/A,N/A,N/A,POINT (-71.079380210999943 42.327052514000059),-71.079380210999943,42.327052514000059
Quincy Street Play Area,N/A,Roxbury,250,Drinking Fountain,Drinking ,N/A,N/A,N/A,N/A,POINT (-71.079571580999982 42.314625233000072),-71.079571580999982,42.314625233000072
St James Street Park,N/A,Roxbury,292,Drinking Fountain,Drinking ,N/A,N/A,N/A,N/A,POINT (-71.085082996999972 42.326797445000068),-71.085082996999972,42.326797445000068
Trotter School Playground,N/A,Roxbury,306,Drinking Fountain,N/A,"Bottle Filler,Drinking ",N/A,N/A,N/A,POINT (-71.088690635999967 42.31523794900005),-71.088690635999967,42.315237949000050
Father Jack Play Area,N/A,Roxbury,311,Drinking Fountain,"Bottle Filler,Drinking ",N/A,N/A,N/A,N/A,POINT (-71.094044846999964 42.314467606000051),-71.094044846999964,42.314467606000051
Winthrop Playground I,N/A,Roxbury,325,Drinking Fountain,"Bottle Filler,Drinking",N/A,N/A,N/A,N/A,POINT (-71.075781157999984 42.317710975000068),-71.075781157999984,42.317710975000068
Buckley Playground,N/A,South Boston,35,Drinking Fountain,Drinking,N/A,N/A,N/A,N/A,POINT (-71.049366568999972 42.339341576000038),-71.049366568999972,42.339341576000038
Medal of Honor Park,N/A,South Boston,196,Drinking Fountain,"Pet,Bottle Filler,Drinking ",N/A,N/A,N/A,N/A,POINT (-71.031458449999946 42.336429778000081),-71.031458449999946,42.336429778000081
Moakley Park,N/A,South Boston,200,Drinking Fountain,"Bottle Filler,Drinking ",N/A,N/A,N/A,N/A,POINT (-71.048447267999961 42.327668883000058),-71.048447267999961,42.327668883000058
Moakley Park,N/A,South Boston,200,Drinking Fountain,Drinking ,N/A,N/A,N/A,N/A,POINT (-71.051801212999976 42.324544943000035),-71.051801212999976,42.324544943000035
Moakley Park,N/A,South Boston,200,Drinking Fountain,Drinking ,N/A,N/A,N/A,N/A,POINT (-71.050334030999977 42.324482406000072),-71.050334030999977,42.324482406000072
Sweeney Playground,N/A,South Boston,297,Drinking Fountain,UA,N/A,N/A,N/A,N/A,POINT (-71.051489149999952 42.337266881000062),-71.051489149999952,42.337266881000062
Carter Playground,N/A,Roxbury,43,Drinking Fountain,"Bottle Filler,Drinking",N/A,N/A,N/A,N/A,POINT (-71.084569469999963 42.339420649000033),-71.084569469999963,42.339420649000033
Frieda Garcia Park,N/A,Back Bay/Beacon Hill,127,Drinking Fountain,Drinking ,N/A,N/A,N/A,N/A,POINT (-71.073299365999958 42.348242133000042),-71.073299365999958,42.348242133000042
Peters Park I,N/A,South End,236,Drinking Fountain,"Pet,Drinking ",N/A,N/A,N/A,N/A,POINT (-71.067593917999943 42.342763559000048),-71.067593917999943,42.342763559000048
Peters Park I,N/A,South End,236,Drinking Fountain,Drinking ,N/A,N/A,N/A,N/A,POINT (-71.067487153999934 42.343170929000053),-71.067487153999934,42.343170929000053
Ringgold Park,N/A,South End,260,Drinking Fountain,Drinking ,N/A,N/A,N/A,N/A,POINT (-71.070175759999984 42.343117706000044),-71.070175759999984,42.343117706000044
Titus Sparrow Park,N/A,South End,304,Drinking Fountain,"Drinking,Bottle Filler",N/A,N/A,N/A,N/A,POINT (-71.079641815999935 42.343326256000068),-71.079641815999935,42.343326256000068
Titus Sparrow Park,N/A,South End,304,Drinking Fountain,"Drinking,Bottle Filler,Pet",N/A,N/A,N/A,N/A,POINT (-71.080113358999938 42.34354666400003),-71.080113358999938,42.343546664000030
Billings Field,N/A,West Roxbury,23,Drinking Fountain,"Bottle Filler,Drinking ",N/A,N/A,N/A,N/A,POINT (-71.157013909999989 42.280504296000061),-71.157013909999989,42.280504296000061
Draper Playground,N/A,West Roxbury,93,Drinking Fountain,Drinking ,N/A,N/A,N/A,N/A,POINT (-71.160014919999981 42.259929512000042),-71.160014919999981,42.259929512000042
Garvey Playground,N/A,Dorchester,130,Drinking Fountain,"Pet,Bottle Filler,Drinking",N/A,N/A,N/A,N/A,POINT (-71.044411765999939 42.28755196000003),-71.044411765999939,42.287551960000030
South Street Mall & Courts,N/A,Jamaica Plain,288,Drinking Fountain,UA,N/A,N/A,N/A,N/A,POINT (-71.115078580999977 42.307932934000064),-71.115078580999977,42.307932934000064
Hannon Playground,N/A,Roxbury,141,Drinking Fountain,UA,N/A,N/A,N/A,N/A,POINT (-71.071360460999983 42.319677769000066),-71.071360460999983,42.319677769000066
Madison Park H.S. Athletic Fields,N/A,Roxbury,183,Drinking Fountain,"Bottle Filler,Drinking ",N/A,N/A,N/A,N/A,POINT (-71.085552665999955 42.332500886000048),-71.085552665999955,42.332500886000048
Cassidy Playground,N/A,Allston-Brighton,44,Restroom,Permanent Structure,UA,UA,Stalls: 2,N/A,POINT (-71.151250921999974 42.33478337400004),-71.151250921999974,42.334783374000040
East Boston Memorial Park I,N/A,East Boston,98,Restroom,Permanent Structure,UA,UA,Stalls: 8,N/A,POINT (-71.029110862999971 42.37066270400004),-71.029110862999971,42.370662704000040
Boston Common,N/A,Back Bay/Beacon Hill,27,Restroom,Permanent Structure,UA,UA,Stalls: 2,N/A,POINT (-71.063887873999988 42.355419898000036),-71.063887873999988,42.355419898000036
Moakley Park,N/A,South Boston,200,Restroom,Permanent Structure,UA,UA,Stalls: 2,N/A,POINT (-71.051865713999973 42.324665315000061),-71.051865713999973,42.324665315000061
Jamaica Pond Park,N/A,Jamaica Plain,163,Restroom,Permanent Structure,UA,UA,Stalls: 2,N/A,POINT (-71.117621963999966 42.315618002000065),-71.117621963999966,42.315618002000065
Boston Common,N/A,Back Bay/Beacon Hill,27,Restroom,Permanent Structure,UA,UA,Stalls: 2,N/A,POINT (-71.065679425999974 42.35589249800006),-71.065679425999974,42.355892498000060
East Boston Memorial Park I,N/A,East Boston,98,Parking Lot,N/A,UA,UA,N/A,N/A,POINT (-71.032287316999941 42.371988154000064),-71.032287316999941,42.371988154000064
Ross Playground,N/A,Hyde Park,270,Parking Lot,N/A,UA,UA,N/A,N/A,POINT (-71.112192999999934 42.263203962000034),-71.112192999999934,42.263203962000034
Jeep Jones Park,N/A,Roxbury,164,Parking Lot,N/A,UA,UA,N/A,N/A,POINT (-71.091655953999975 42.330569775000072),-71.091655953999975,42.330569775000072
Healy Playground,N/A,Roslindale,149,Parking Lot,N/A,UA,UA,N/A,N/A,POINT (-71.122692863999987 42.288160188000063),-71.122692863999987,42.288160188000063
Moakley Park,N/A,South Boston,200,Parking Lot,N/A,UA,UA,N/A,N/A,POINT (-71.051353816999949 42.329037855000081),-71.051353816999949,42.329037855000081
McConnell Park,N/A,Dorchester,191,Parking Lot,N/A,UA,UA,N/A,N/A,POINT (-71.051825226999938 42.308624886000075),-71.051825226999938,42.308624886000075
Reservation Road Park,N/A,Hyde Park,256,Parking Lot,N/A,UA,UA,N/A,N/A,POINT (-71.128742258999978 42.249467706000075),-71.128742258999978,42.249467706000075
Franklin Park,N/A,Roxbury,124,Parking Lot,N/A,UA,UA,N/A,N/A,POINT (-71.095714679999958 42.305026296000051),-71.095714679999958,42.305026296000051
Hunt Playground,N/A,Mattapan,6,Parking Lot,N/A,UA,UA,N/A,N/A,POINT (-71.095361304999983 42.274752353000054),-71.095361304999983,42.274752353000054
Malcolm X Park,N/A,Roxbury,186,Parking Lot,N/A,UA,UA,N/A,N/A,POINT (-71.089667813999938 42.322726769000042),-71.089667813999938,42.322726769000042
Olmsted Park,N/A,Jamaica Plain,221,Parking Lot,N/A,UA,UA,N/A,N/A,POINT (-71.114711376999935 42.32492643900008),-71.114711376999935,42.324926439000080
Ryan Playground,N/A,Charlestown,274,Parking Lot,N/A,UA,UA,N/A,N/A,POINT (-71.072354727999937 42.385232658000064),-71.072354727999937,42.385232658000064
Riverway I,N/A,Fenway/Longwood,263,Parking Lot,N/A,UA,UA,N/A,N/A,POINT (-71.104912712999976 42.344621755000048),-71.104912712999976,42.344621755000048
Martin's Park,N/A,South Boston,333,Drinking Fountain,"Bottle Filler, Drinking ",N/A,N/A,N/A,N/A,POINT (-71.048973433999947 42.352866535000032),-71.048973433999947,42.352866535000032
Langone Park,N/A,Central Boston,175,Bocce,N/A,N/A,N/A,N/A,N/A,POINT (-71.055617088999952 42.368478547000052),-71.055617088999952,42.368478547000052
Langone Park,N/A,Central Boston,175,Bocce,N/A,N/A,N/A,N/A,N/A,POINT (-71.055553676999978 42.368460721000076),-71.055553676999978,42.368460721000076
Langone Park,N/A,Central Boston,175,Bocce,N/A,N/A,N/A,N/A,N/A,POINT (-71.055483556999945 42.368452715000046),-71.055483556999945,42.368452715000046
Langone Park,N/A,Central Boston,175,Bocce,N/A,N/A,N/A,N/A,N/A,POINT (-71.055496733999973 42.368736868000042),-71.055496733999973,42.368736868000042
Langone Park,N/A,Central Boston,175,Bocce,N/A,N/A,N/A,N/A,N/A,POINT (-71.055433255999958 42.368728184000076),-71.055433255999958,42.368728184000076
Langone Park,N/A,Central Boston,175,Bocce,N/A,N/A,N/A,N/A,N/A,POINT (-71.055357426999933 42.368722968000043),-71.055357426999933,42.368722968000043
Jeep Jones Park,N/A,Roxbury,164,Basketball,Full,N/A,N/A,N/A,N/A,POINT (-71.091890052999986 42.330772657000068),-71.091890052999986,42.330772657000068
Jeep Jones Park,N/A,Roxbury,164,Fitness Equipment,N/A,N/A,N/A,N/A,N/A,POINT (-71.09169339999994 42.330871333000061),-71.091693399999940,42.330871333000061
Jeep Jones Park,N/A,Roxbury,164,Playground,N/A,N/A,N/A,N/A,"0-2,2-5",POINT (-71.092479731999958 42.331013243000029),-71.092479731999958,42.331013243000029
Jeep Jones Park,N/A,Roxbury,164,Playground,N/A,N/A,N/A,N/A,5-12,POINT (-71.092160399999955 42.330406334000031),-71.092160399999955,42.330406334000031
Jeep Jones Park,N/A,Roxbury,164,Tricycle Track,N/A,N/A,N/A,N/A,N/A,POINT (-71.092577398999936 42.330865334000066),-71.092577398999936,42.330865334000066
Jeep Jones Park,N/A,Roxbury,164,Basketball,Full,N/A,N/A,N/A,N/A,POINT (-71.091995270999973 42.330619144000025),-71.091995270999973,42.330619144000025
Father Jack Play Area,N/A,Roxbury,311,Playground,N/A,N/A,N/A,N/A,"2-5,5-12",POINT (-71.094268399999976 42.314513336000061),-71.094268399999976,42.314513336000061
Paula Titus Park,N/A,Roxbury,7274,Playground,Full,N/A,N/A,N/A,2-5,POINT (-71.095946740999977 42.326211937000039),-71.095946740999977,42.326211937000039
Carter Playground,N/A,Roxbury,43,Playground,N/A,N/A,N/A,N/A,"0-2,2-5,5-12",POINT (-71.085607588999949 42.338078596000059),-71.085607588999949,42.338078596000059
Carter Playground,N/A,Roxbury,43,Drinking Fountain,"Bottle Filler,Drinking",N/A,N/A,N/A,N/A,POINT (-71.085491103999971 42.338186939000025),-71.085491103999971,42.338186939000025
Bynoe Park,N/A,Roxbury,100,Playground,N/A,N/A,N/A,N/A,"0-2,2-5,5-12",POINT (-71.076162316999955 42.329182786000047),-71.076162316999955,42.329182786000047
Hannon Playground,N/A,Roxbury,141,Fitness Equipment,N/A,N/A,N/A,N/A,N/A,POINT (-71.071112864999975 42.319362475000048),-71.071112864999975,42.319362475000048
Malcolm X Park,N/A,Roxbury,186,Drinking Fountain,"Bottle Filler,Drinking ",N/A,N/A,N/A,N/A,POINT (-71.088957518999962 42.320845126000052),-71.088957518999962,42.320845126000052
Malcolm X Park,N/A,Roxbury,186,Drinking Fountain,"Bottle Filler,Drinking ",N/A,N/A,N/A,N/A,POINT (-71.088522257999955 42.32215330300005),-71.088522257999955,42.322153303000050
Malcolm X Park,N/A,Roxbury,186,Drinking Fountain,"Bottle Filler,Drinking ",N/A,N/A,N/A,N/A,POINT (-71.090134904999957 42.320998863000057),-71.090134904999957,42.320998863000057
Malcolm X Park,N/A,Roxbury,186,Drinking Fountain,"Bottle Filler,Drinking ",N/A,N/A,N/A,N/A,POINT (-71.088013286999967 42.320589042000051),-71.088013286999967,42.320589042000051
